condition,clockArm,seed,N,clockImpaired,selectorHash,traceHash,kernelStateHash,nativeScheduleHash,scheduleHash,logicalHash,selectorAdmissible,physicalChangeCount,senderChangeCount,nonincidentSenderChangeCount,affectedCount,changedSlotCount,candidateProper,actualSubsetUnion,barrierClosed,motionAuthorized,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,dataStateSlotExact,kernelControlAttempts,physicalControlAttempts,kernelControlBytes,physicalControlBytes,kernelControlAirtime,physicalControlAirtime,kernelRecipientAttempts,physicalRecipientAttempts,kernelRecipientSuccess,physicalRecipientSuccess,kernelRecipientErasure,physicalRecipientErasure,prepareMapped,quietMapped,claimMapped,proofMapped,responseMapped,commitMapped,revokeMapped,kernelPrepareAttempts,kernelQuietAttempts,kernelClaimAttempts,kernelProofAttempts,kernelResponseAttempts,kernelCommitAttempts,kernelRevokeAttempts,piggybackRevoke,maxControlPacketBytes,nativeDataAttempts,physicalDataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientCollision,dataRecipientPartitionExact,kernelCollisionFrames,physicalCollisionAttempts,physicalCollisionFrames,clockTimingConflictFree,clockEquationResidual,clockMinIntergroupGap,clockMaxIntragroupSkew,nativeControlAttempts,physicalFrameDuration,horizonSec,attemptBoundRatio,byteBoundRatio,futureRandomReads,receiverTruthReads
nominal-zero,affine-clock,16092007,5,1,49231,973354745,13717466,30517326,532823694,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00275887234730732,0.000373484614840658,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092007,5,0,49231,6062722620,13245574,29956258,531981199,96688156,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,17,17,830,830,0.02656,0.02656,68,68,56,56,12,12,1,3,8,0,3,2,0,1,3,8,0,3,2,0,1,72,283,283,56,56,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.173350041771094,0,0
iid20,affine-clock,16092007,5,1,49231,6062722620,13245574,29956258,548214444,96688156,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,17,17,830,830,0.02656,0.02656,68,68,56,56,12,12,1,3,8,0,3,2,0,1,3,8,0,3,2,0,1,72,283,283,56,56,0,1,0,0,0,1,0,0.00276454865439002,0.000373006399850273,17,0.095553856074243,5.83323136445458,0.157407407407407,0.173350041771094,0,0
prepare-blackout,zero-clock,16092007,5,0,49231,973280855,12548200,7041860,266146164,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092007,5,1,49231,973280855,12548200,7041860,276963699,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00295295811588545,0.000353229841866018,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092007,5,0,49231,973248455,12977868,3450606,216274272,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092007,5,1,49231,973248455,12977868,3450606,235084414,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00295295811588545,0.000353229841866018,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092007,5,0,49231,825072548,13159495,3608260,381861563,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092007,5,1,49231,825072548,13159495,3608260,407617423,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,0,0.00295295811588545,0.000353229841866018,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092007,5,0,49231,971772275,12901173,6677509,245319960,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092007,5,1,49231,971772275,12901173,6677509,252307112,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00295295811588545,0.000353229841866018,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092007,5,0,49231,973486565,13717466,31544292,530514880,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092007,5,1,49231,973486565,13717466,31544292,533558469,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00275887234730732,0.000373484614840658,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092008,5,0,46437,975633406,12446050,31515142,518446960,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092008,5,1,46437,975633406,12446050,31515142,529469289,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00262504537839181,0.000298230490937357,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
iid20,zero-clock,16092008,5,0,46437,6050192188,12446050,31201244,519499870,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,33,33,3,3,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
iid20,affine-clock,16092008,5,1,46437,6050192188,12446050,31201244,530522199,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,33,33,3,3,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00262504537839181,0.000298230490937357,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
prepare-blackout,zero-clock,16092008,5,0,46437,975559516,12248423,13971597,334135758,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
prepare-blackout,affine-clock,16092008,5,1,46437,975559516,12248423,13971597,345068447,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00282843033752529,0.000298230490937357,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
quiescent-blackout,zero-clock,16092008,5,0,46437,975527116,11617518,7491418,272593161,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
quiescent-blackout,affine-clock,16092008,5,1,46437,975527116,11617518,7491418,272418219,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00282843033752529,0.000298230490937357,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
response-blackout,zero-clock,16092008,5,0,46437,824640562,12328693,7296357,388063719,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
response-blackout,affine-clock,16092008,5,1,46437,824640562,12328693,7296357,386305861,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,0,0.00282843033752529,0.000298230490937357,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
commit-blackout,zero-clock,16092008,5,0,46437,974582026,12693745,13818549,330213581,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
commit-blackout,affine-clock,16092008,5,1,46437,974582026,12693745,13818549,338830650,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00262504537839181,0.000298230490937357,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
incomplete-union,zero-clock,16092008,5,0,46437,975743626,12446050,31610047,518914420,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
incomplete-union,affine-clock,16092008,5,1,46437,975743626,12446050,31610047,529936749,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00262504537839181,0.000298230490937357,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092009,5,0,49231,973354745,13717466,30517326,529780105,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092009,5,1,49231,973354745,13717466,30517326,533818048,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00287646802091523,0.000279235441283276,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092009,5,0,49231,6128675393,12949698,26307778,566678302,88570203,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,31,31,1262,1262,0.040384,0.040384,124,124,102,102,22,22,5,12,8,0,5,1,0,5,12,8,0,5,1,0,1,72,266,266,53,53,0,1,0,0,0,1,0,0.00290011600464002,0,31,0.095553856074243,5.83323136445458,0.287037037037037,0.263575605680869,0,0
iid20,affine-clock,16092009,5,1,49231,6128675393,12949698,26307778,571726601,88570203,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,31,31,1262,1262,0.040384,0.040384,124,124,102,102,22,22,5,12,8,0,5,1,0,5,12,8,0,5,1,0,1,72,266,266,53,53,0,1,0,0,0,1,0,0.00290473156542292,0.000279235441283276,31,0.095553856074243,5.83323136445458,0.287037037037037,0.263575605680869,0,0
prepare-blackout,zero-clock,16092009,5,0,49231,973280855,12548200,7041860,266146164,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092009,5,1,49231,973280855,12548200,7041860,270438342,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00299078435171352,0.000207724364728767,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092009,5,0,49231,973248455,12977868,3450606,216274272,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092009,5,1,49231,973248455,12977868,3450606,234433698,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00299078435171352,0.000207724364728767,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092009,5,0,49231,825072548,13159495,3608260,381861563,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092009,5,1,49231,825072548,13159495,3608260,399423727,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00299078435171352,0.000207724364728767,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092009,5,0,49231,971772275,12901173,6677509,245319960,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092009,5,1,49231,971772275,12901173,6677509,243140632,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00299078435171352,0.000207724364728767,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092009,5,0,49231,973486565,13717466,31544292,530514880,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092009,5,1,49231,973486565,13717466,31544292,534552823,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00287646802091523,0.000279235441283276,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092010,5,0,46437,975633406,12446050,31515142,518446960,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092010,5,1,46437,975633406,12446050,31515142,536741148,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00233401119828969,0.000422366093058457,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
