seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius,DATA_NEIGHBOR_GRAPH_HASH,dataNeighborEdges,selectedPhysicalEdges,hiddenSenderConflictEdges
16076076,10,1,0.02,0.02,67805299,11680569,40685,6707426,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36539,4,3,8
16076076,10,2,0.02,0.02,67805299,26886883,36539,5293030,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36539,4,3,68
16076076,10,3,0.3,0.1,67805299,26303671,36539,5845852,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36539,4,4,91
16076077,5,1,0.02,0.02,39763996,4945274,2730,4543164,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2466,1,1,0
16076077,5,2,0.02,0.02,39763996,13828401,2466,5284277,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2466,1,2,12
16076077,5,3,0.3,0.1,39763996,15542086,2466,5979339,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2466,1,2,13
16076077,10,1,0.02,0.02,65121437,11555710,40685,4675476,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36293,3,1,0
16076077,10,2,0.02,0.02,65121437,26628366,36293,5202776,2,4,3,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36293,3,4,55
16076077,10,3,0.3,0.1,65121437,26045154,36293,5787961,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36293,3,4,66
16076078,5,1,0.02,0.02,33290995,4582148,2730,6508048,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076078,5,2,0.02,0.02,33290995,12523501,2450,5505053,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076078,5,3,0.3,0.1,33290995,14237186,2450,6221139,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076078,10,1,0.02,0.02,67459039,12036622,40685,5538716,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36499,5,4,0
16076078,10,2,0.02,0.02,67459039,26711103,36499,4659585,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36499,5,5,75
16076078,10,3,0.3,0.1,67459039,26127891,36499,4810048,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36499,5,0,106
16076079,5,1,0.02,0.02,38420058,4354544,2730,5959761,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076079,5,2,0.02,0.02,38420058,12863391,2460,4234428,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,8
16076079,5,3,0.3,0.1,38420058,14577076,2460,6007253,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,10
16076079,10,1,0.02,0.02,67160801,11440146,40685,6030288,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36208,1,1,0
16076079,10,2,0.02,0.02,67160801,27240618,36208,5830832,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36208,1,6,19
16076079,10,3,0.3,0.1,67160801,26657406,36208,5071972,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36208,1,9,23
16076080,5,1,0.02,0.02,30423479,4089981,2730,6651224,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2496,1,1,0
16076080,5,2,0.02,0.02,30423479,13655555,2496,4367717,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2496,1,1,10
16076080,5,3,0.3,0.1,30423479,15369240,2496,7167873,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2496,1,1,12
16076080,10,1,0.02,0.02,68418620,11858638,40685,5833408,6.8,6,15,5,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36922,9,8,31
16076080,10,2,0.02,0.02,68418620,28285336,36922,5941647,1,3,15,5,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36922,9,8,85
16076080,10,3,0.3,0.1,68418620,27702124,36922,5597327,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36922,9,0,95
16076081,5,1,0.02,0.02,34520109,4943230,2730,6168313,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076081,5,2,0.02,0.02,34520109,13356955,2484,4432568,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,11
16076081,5,3,0.3,0.1,34520109,15070640,2484,6130992,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,16
16076081,10,1,0.02,0.02,76373046,12038895,40685,4209985,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36451,4,4,0
16076081,10,2,0.02,0.02,76373046,26203562,36451,5021314,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36451,4,3,53
16076081,10,3,0.3,0.1,76373046,25620350,36451,4721269,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36451,4,0,71
16076082,5,1,0.02,0.02,35749110,4255513,2730,5433441,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076082,5,2,0.02,0.02,35749110,10580973,2484,6233334,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,10
16076082,5,3,0.3,0.1,35749110,12294658,2484,4843462,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,13
16076082,10,1,0.02,0.02,69414013,11752278,40685,5137222,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36396,4,2,0
16076082,10,2,0.02,0.02,69414013,26436497,36396,3647962,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36396,4,3,79
16076082,10,3,0.3,0.1,69414013,25853285,36396,5539741,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36396,4,0,99
16076083,5,1,0.02,0.02,34266114,4435240,2730,4690924,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2466,1,1,0
16076083,5,2,0.02,0.02,34266114,10608780,2466,6243614,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2466,1,1,10
16076083,5,3,0.3,0.1,34266114,12322465,2466,4873302,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2466,1,1,12
16076083,10,1,0.02,0.02,68895191,11763207,40685,5788292,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36741,5,5,0
16076083,10,2,0.02,0.02,68895191,28598224,36741,5063929,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36741,5,4,64
16076083,10,3,0.3,0.1,68895191,28015012,36741,4529739,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36741,5,6,71
16076084,5,1,0.02,0.02,33948119,4847823,2730,6398252,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076084,5,2,0.02,0.02,33948119,11975274,2478,4530349,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,2,8
16076084,5,3,0.3,0.1,33948119,13688959,2478,6233476,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,2,8
16076084,10,1,0.02,0.02,71807754,12345468,40685,5411075,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36352,4,2,7
16076084,10,2,0.02,0.02,71807754,23853399,36352,4887920,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36352,4,1,79
16076084,10,3,0.3,0.1,71807754,23270187,36352,6916679,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36352,4,4,99
16076085,5,1,0.02,0.02,35431450,4668766,2730,5557685,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076085,5,2,0.02,0.02,35431450,13612588,2450,6883544,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076085,5,3,0.3,0.1,35431450,15326273,2450,6583213,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076085,10,1,0.02,0.02,66020999,12306261,40685,5305024,6.8,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36499,5,5,6
16076085,10,2,0.02,0.02,66020999,27581132,36499,5062558,1,3,6,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36499,5,5,49
16076085,10,3,0.3,0.1,66020999,26997920,36499,5683014,1,3,6,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36499,5,6,55
16076086,5,1,0.02,0.02,33291632,4583422,2730,5777175,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076086,5,2,0.02,0.02,33291632,12567285,2450,5600307,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076086,5,3,0.3,0.1,33291632,14280970,2450,5254736,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076086,10,1,0.02,0.02,72818928,12270670,40685,4615967,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36719,5,3,5
16076086,10,2,0.02,0.02,72818928,27108936,36719,5577499,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36719,5,3,73
16076086,10,3,0.3,0.1,72818928,26525724,36719,5375715,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36719,5,0,88
16076087,5,1,0.02,0.02,36210996,4130712,2730,5502712,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076087,5,2,0.02,0.02,36210996,14193850,2450,6437713,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076087,5,3,0.3,0.1,36210996,15907535,2450,5054517,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076087,10,1,0.02,0.02,71509433,11748826,40685,4885907,6.8,6,12,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36683,7,5,30
16076087,10,2,0.02,0.02,71509433,26646337,36683,4760941,1,3,12,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36683,7,5,94
16076087,10,3,0.3,0.1,71509433,26063125,36683,6615961,0.5,2,12,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36683,7,7,111
16076088,5,1,0.02,0.02,35047234,4948907,2730,4850597,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2490,1,1,0
16076088,5,2,0.02,0.02,35047234,11656121,2490,4951602,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2490,1,1,12
16076088,5,3,0.3,0.1,35047234,13369806,2490,5616211,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2490,1,1,16
16076088,10,1,0.02,0.02,66821624,11810365,40685,5875006,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36480,3,3,0
16076088,10,2,0.02,0.02,66821624,26197081,36480,5901866,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36480,3,4,38
16076088,10,3,0.3,0.1,66821624,25613869,36480,6328489,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36480,3,5,47
16076089,5,1,0.02,0.02,33755040,4461665,2730,6940241,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2488,2,1,6
16076089,5,2,0.02,0.02,33755040,13887654,2488,6303736,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2488,2,3,13
16076089,5,3,0.3,0.1,33755040,15601339,2488,6001851,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2488,2,3,15
16076089,10,1,0.02,0.02,69120177,12213179,40685,5012460,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36142,1,1,0
16076089,10,2,0.02,0.02,69120177,27742126,36142,6671636,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36142,1,2,28
16076089,10,3,0.3,0.1,69120177,27158914,36142,5076317,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36142,1,0,38
16076090,5,1,0.02,0.02,30782357,4807737,2730,6441528,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2496,1,1,0
16076090,5,2,0.02,0.02,30782357,12547799,2496,4061844,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2496,1,2,11
16076090,5,3,0.3,0.1,30782357,14261484,2496,4815596,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2496,1,2,14
16076090,10,1,0.02,0.02,69162880,12298585,40685,5140758,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36164,1,1,0
16076090,10,2,0.02,0.02,69162880,29661396,36164,5229248,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36164,1,2,30
16076090,10,3,0.3,0.1,69162880,29078184,36164,6404810,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36164,1,0,46
16076091,5,1,0.02,0.02,38686082,4886592,2730,4099507,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2546,3,3,0
16076091,5,2,0.02,0.02,38686082,12781884,2546,5075299,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2546,3,3,11
16076091,5,3,0.3,0.1,38686082,14495569,2546,6780813,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2546,3,3,16
16076091,10,1,0.02,0.02,71481293,11692546,40685,6695318,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36293,3,2,0
16076091,10,2,0.02,0.02,71481293,27818765,36293,4758235,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36293,3,2,71
16076091,10,3,0.3,0.1,71481293,27235553,36293,7141940,0.25,1,3,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36293,3,3,89
16076092,5,1,0.02,0.02,31833184,4812245,2730,6179990,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,0,0
16076092,5,2,0.02,0.02,31833184,12614507,2478,3887573,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,9
16076092,5,3,0.3,0.1,31833184,14328192,2478,5637268,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,11
16076092,10,1,0.02,0.02,74394706,12276507,40685,5321876,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36267,2,1,0
16076092,10,2,0.02,0.02,74394706,27332197,36267,6495347,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36267,2,1,43
16076092,10,3,0.3,0.1,74394706,26748985,36267,4006513,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36267,2,0,54
16076093,5,1,0.02,0.02,36870945,4402037,2730,7076157,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076093,5,2,0.02,0.02,36870945,13069133,2478,6092555,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,9
16076093,5,3,0.3,0.1,36870945,14782818,2478,5623571,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,11
16076093,10,1,0.02,0.02,67445502,12009548,40685,5141419,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36267,2,2,0
16076093,10,2,0.02,0.02,67445502,27320497,36267,6706038,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36267,2,2,47
16076093,10,3,0.3,0.1,67445502,26737285,36267,5430056,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36267,2,0,60
16076094,5,1,0.02,0.02,35258894,4323654,2730,6858334,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076094,5,2,0.02,0.02,35258894,12136621,2450,5021515,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076094,5,3,0.3,0.1,35258894,13850306,2450,5702273,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076094,10,1,0.02,0.02,69316510,11557272,40685,5991342,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36256,2,1,0
16076094,10,2,0.02,0.02,69316510,26401768,36256,6286840,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36256,2,1,46
16076094,10,3,0.3,0.1,69316510,25818556,36256,5148175,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36256,2,0,58
16076095,5,1,0.02,0.02,36256715,4222150,2730,4786229,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2488,2,2,6
16076095,5,2,0.02,0.02,36256715,11489368,2488,4924158,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2488,2,3,16
16076095,5,3,0.3,0.1,36256715,13203053,2488,4575775,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2488,2,3,16
16076095,10,1,0.02,0.02,67488436,12095416,40685,4665301,6.8,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36521,5,4,6
16076095,10,2,0.02,0.02,67488436,27451561,36521,5873505,1,3,6,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36521,5,5,40
16076095,10,3,0.3,0.1,67488436,26868349,36521,6194954,0.5,2,6,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36521,5,7,50
16076096,5,1,0.02,0.02,38708874,4932176,2730,6452599,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076096,5,2,0.02,0.02,38708874,13246030,2478,5389058,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,13
16076096,5,3,0.3,0.1,38708874,14959715,2478,5979095,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,15
16076096,10,1,0.02,0.02,65289894,11892624,40685,6753923,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36359,3,3,0
16076096,10,2,0.02,0.02,65289894,26741188,36359,6101197,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36359,3,2,70
16076096,10,3,0.3,0.1,65289894,26157976,36359,5339114,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36359,3,0,94
16076097,5,1,0.02,0.02,37086755,4833657,2730,5119855,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2494,2,2,0
16076097,5,2,0.02,0.02,37086755,13283429,2494,5773913,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2494,2,2,13
16076097,5,3,0.3,0.1,37086755,14997114,2494,6429528,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2494,2,2,19
16076097,10,1,0.02,0.02,68846649,11666123,40685,4888349,6.8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36565,5,2,0
16076097,10,2,0.02,0.02,68846649,27580496,36565,4823408,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36565,5,4,86
16076097,10,3,0.3,0.1,68846649,26997284,36565,5889958,0.5,2,5,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36565,5,5,110
16076098,5,1,0.02,0.02,35689182,4135657,2730,5678532,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076098,5,2,0.02,0.02,35689182,12066818,2484,4023460,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,10
16076098,5,3,0.3,0.1,35689182,13780503,2484,6803420,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,11
16076098,10,1,0.02,0.02,70306148,11439402,40685,5915139,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36491,3,3,6
16076098,10,2,0.02,0.02,70306148,26206334,36491,6106690,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36491,3,2,71
16076098,10,3,0.3,0.1,70306148,25623122,36491,5547250,0.25,1,4,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36491,3,3,91
16076099,5,1,0.02,0.02,28605328,4647971,2730,4873830,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076099,5,2,0.02,0.02,28605328,11635102,2472,4944565,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,2,12
16076099,5,3,0.3,0.1,28605328,13348787,2472,5710630,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,2,17
16076099,10,1,0.02,0.02,63544398,11547351,40685,5022833,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36907,8,4,6
16076099,10,2,0.02,0.02,63544398,26922777,36907,4690168,1,3,10,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36907,8,5,94
16076099,10,3,0.3,0.1,63544398,26339565,36907,5558760,0.25,1,11,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36907,8,8,117
16076100,5,1,0.02,0.02,37262165,4135904,2730,4615990,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2534,3,2,12
16076100,5,2,0.02,0.02,37262165,12156949,2534,6182682,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2534,3,3,23
16076100,5,3,0.3,0.1,37262165,13870634,2534,5402832,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2534,3,3,25
16076100,10,1,0.02,0.02,68216261,11453920,40685,5800063,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36429,4,4,6
16076100,10,2,0.02,0.02,68216261,24757856,36429,6790397,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36429,4,5,78
16076100,10,3,0.3,0.1,68216261,24174644,36429,5355210,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36429,4,5,104
